"자치구별(1)",자치구별(2),2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 2/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4,2022 3/4
"자치구별(1)",자치구별(2),합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계,합계
"자치구별(1)",자치구별(2),소계,소계,소계,한국계 중국인,한국계 중국인,한국계 중국인,중국(한국계 중국인 제외),중국(한국계 중국인 제외),중국(한국계 중국인 제외),미국,미국,미국,타이완,타이완,타이완,일본,일본,일본,베트남,베트남,베트남,몽골,몽골,몽골,필리핀,필리핀,필리핀,캐나다,캐나다,캐나다,인도,인도,인도,우즈베키스탄,우즈베키스탄,우즈베키스탄,영국,영국,영국,프랑스,프랑스,프랑스,타이,타이,타이,러시아,러시아,러시아,독일,독일,독일,오스트레일리아,오스트레일리아,오스트레일리아,네팔,네팔,네팔,파키스탄,파키스탄,파키스탄,인도네시아,인도네시아,인도네시아,나이지리아,나이지리아,나이지리아,말레이시아,말레이시아,말레이시아,방글라데시,방글라데시,방글라데시,캄 보 디 아,캄 보 디 아,캄 보 디 아,사우디아라비아,사우디아라비아,사우디아라비아,홍       콩,홍       콩,홍       콩,뉴질랜드,뉴질랜드,뉴질랜드,카자흐스탄,카자흐스탄,카자흐스탄,스 리 랑 카,스 리 랑 카,스 리 랑 카,남아프리카 공화국,남아프리카 공화국,남아프리카 공화국,미  얀  마,미  얀  마,미  얀  마,싱 가 포 르,싱 가 포 르,싱 가 포 르,이       란,이       란,이       란,브  라  질,브  라  질,브  라  질,아 일 랜 드,아 일 랜 드,아 일 랜 드,스  웨  덴,스  웨  덴,스  웨  덴,이 탈 리 아,이 탈 리 아,이 탈 리 아,터       키,터       키,터       키,네 덜 란 드,네 덜 란 드,네 덜 란 드,키르기스스탄,키르기스스탄,키르기스스탄,멕  시  코,멕  시  코,멕  시  코,스  페  인,스  페  인,스  페  인,우크라이나,우크라이나,우크라이나,스  위  스,스  위  스,스  위  스,핀  란  드,핀  란  드,핀  란  드,가       나,가       나,가       나,벨  기  에,벨  기  에,벨  기  에,폴  란  드,폴  란  드,폴  란  드,이  집  트,이  집  트,이  집  트,오스트리아,오스트리아,오스트리아,수       단,수       단,수       단,아르헨티나,아르헨티나,아르헨티나,오       만,오       만,오       만,이 스 라 엘,이 스 라 엘,이 스 라 엘,페       루,페       루,페       루,덴  마  크,덴  마  크,덴  마  크,모  로  코,모  로  코,모  로  코,이  라  크,이  라  크,이  라  크,기       타,기       타,기       타,소계,소계,소계,한국계 중국인,한국계 중국인,한국계 중국인,중국(한국계 중국인 제외),중국(한국계 중국인 제외),중국(한국계 중국인 제외),미국,미국,미국,타이완,타이완,타이완,일본,일본,일본,베트남,베트남,베트남,몽골,몽골,몽골,필리핀,필리핀,필리핀,캐나다,캐나다,캐나다,인도,인도,인도,우즈베키스탄,우즈베키스탄,우즈베키스탄,영국,영국,영국,프랑스,프랑스,프랑스,타이,타이,타이,러시아,러시아,러시아,독일,독일,독일,오스트레일리아,오스트레일리아,오스트레일리아,네팔,네팔,네팔,파키스탄,파키스탄,파키스탄,인도네시아,인도네시아,인도네시아,나이지리아,나이지리아,나이지리아,말레이시아,말레이시아,말레이시아,방글라데시,방글라데시,방글라데시,캄 보 디 아,캄 보 디 아,캄 보 디 아,사우디아라비아,사우디아라비아,사우디아라비아,홍       콩,홍       콩,홍       콩,뉴질랜드,뉴질랜드,뉴질랜드,카자흐스탄,카자흐스탄,카자흐스탄,스 리 랑 카,스 리 랑 카,스 리 랑 카,남아프리카 공화국,남아프리카 공화국,남아프리카 공화국,미  얀  마,미  얀  마,미  얀  마,싱 가 포 르,싱 가 포 르,싱 가 포 르,이       란,이       란,이       란,브  라  질,브  라  질,브  라  질,아 일 랜 드,아 일 랜 드,아 일 랜 드,스  웨  덴,스  웨  덴,스  웨  덴,이 탈 리 아,이 탈 리 아,이 탈 리 아,터       키,터       키,터       키,네 덜 란 드,네 덜 란 드,네 덜 란 드,키르기스스탄,키르기스스탄,키르기스스탄,멕  시  코,멕  시  코,멕  시  코,스  페  인,스  페  인,스  페  인,우크라이나,우크라이나,우크라이나,스  위  스,스  위  스,스  위  스,핀  란  드,핀  란  드,핀  란  드,가       나,가       나,가       나,벨  기  에,벨  기  에,벨  기  에,폴  란  드,폴  란  드,폴  란  드,이  집  트,이  집  트,이  집  트,오스트리아,오스트리아,오스트리아,수       단,수       단,수       단,아르헨티나,아르헨티나,아르헨티나,오       만,오       만,오       만,이 스 라 엘,이 스 라 엘,이 스 라 엘,페       루,페       루,페       루,덴  마  크,덴  마  크,덴  마  크,모  로  코,모  로  코,모  로  코,이  라  크,이  라  크,이  라  크,기       타,기       타,기       타
"자치구별(1)",자치구별(2),계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자,계,남자,여자
"합계",소계,230610,103821,126789,75828,41099,34729,49901,17778,32123,11092,5405,5687,7530,3371,4159,9225,2298,6927,20587,7577,13010,7089,2766,4323,3239,838,2401,1558,936,622,2443,1461,982,2697,1741,956,1937,1096,841,2845,1343,1502,2048,536,1512,2575,716,1859,1895,830,1065,783,465,318,1651,1073,578,1244,893,351,1596,550,1046,652,479,173,1527,760,767,736,539,197,954,525,429,624,340,284,1262,255,1007,230,159,71,1013,367,646,324,236,88,382,192,190,1347,705,642,483,177,306,502,233,269,409,175,234,272,158,114,323,144,179,644,272,372,633,262,371,462,213,249,335,113,222,352,132,220,654,295,359,420,124,296,219,112,107,180,63,117,202,151,51,283,128,155,229,64,165,499,363,136,139,62,77,104,61,43,88,37,51,38,21,17,133,58,75,194,79,115,177,92,85,414,172,242,125,61,64,5283,2670,2613,231358,103499,127859,73138,39518,33620,51318,18048,33270,11049,5444,5605,7490,3344,4146,9243,2283,6960,21199,7828,13371,7268,2839,4429,3318,856,2462,1558,938,620,2541,1525,1016,2771,1786,985,1959,1105,854,2780,1297,1483,2149,541,1608,2598,733,1865,1846,829,1017,819,478,341,1692,1094,598,1257,899,358,1710,605,1105,659,487,172,1542,776,766,755,550,205,936,508,428,635,338,297,1263,254,1009,243,168,75,1145,436,709,352,253,99,416,209,207,1431,732,699,461,174,287,509,235,274,421,173,248,276,159,117,346,157,189,623,272,351,704,315,389,442,224,218,357,116,241,338,127,211,652,302,350,435,124,311,210,122,88,164,56,108,210,155,55,270,129,141,234,65,169,517,376,141,134,61,73,107,62,45,84,32,52,55,27,28,147,63,84,210,84,126,204,96,108,429,177,252,122,62,60,5617,2853,2764
"합계",종로구,9631,4176,5455,903,418,485,2871,844,2027,717,385,332,239,85,154,346,160,186,2115,1024,1091,76,32,44,60,10,50,37,23,14,35,24,11,71,47,24,85,60,25,148,73,75,31,10,21,73,29,44,77,35,42,154,81,73,637,399,238,22,18,4,36,8,28,3,3,-,26,10,16,9,4,5,8,1,7,12,7,5,52,12,40,6,5,1,22,9,13,10,5,5,5,3,2,54,31,23,27,12,15,9,6,3,60,30,30,12,7,5,11,2,9,28,14,14,10,2,8,23,8,15,9,2,7,25,9,16,36,18,18,5,-,5,15,11,4,22,5,17,6,5,1,11,7,4,11,5,6,5,3,2,22,12,10,-,-,-,1,1,-,5,2,3,39,20,19,4,1,3,5,3,2,5,4,1,-,-,-,285,132,153,10021,4265,5756,857,393,464,3147,886,2261,835,449,386,252,82,170,355,158,197,2103,1023,1080,79,33,46,65,9,56,40,25,15,32,21,11,73,48,25,88,60,28,140,69,71,33,6,27,73,30,43,58,28,30,161,87,74,661,404,257,22,17,5,34,10,24,1,1,-,19,9,10,7,2,5,10,2,8,9,5,4,46,12,34,8,6,2,28,11,17,10,5,5,5,3,2,72,45,27,22,10,12,6,4,2,60,30,30,15,8,7,15,3,12,26,13,13,9,2,7,18,8,10,8,2,6,24,8,16,32,16,16,6,-,6,21,16,5,24,6,18,5,4,1,11,7,4,11,5,6,7,5,2,21,10,11,-,-,-,-,-,-,7,2,5,39,20,19,4,1,3,5,3,2,9,7,2,-,-,-,293,136,157
"합계",중구,9585,4553,5032,1197,598,599,2238,978,1260,295,182,113,530,250,280,319,131,188,1494,693,801,260,102,158,90,21,69,98,52,46,124,79,45,361,197,164,113,60,53,142,67,75,37,5,32,668,314,354,201,84,117,24,15,9,20,12,8,40,31,9,36,16,20,3,2,1,60,39,21,6,4,2,9,7,2,26,14,12,51,15,36,24,17,7,190,105,85,35,25,10,5,4,1,20,8,12,41,13,28,7,3,4,12,7,5,6,4,2,26,13,13,49,18,31,34,11,23,35,19,16,26,13,13,15,3,12,30,13,17,40,17,23,12,5,7,13,8,5,10,8,2,15,9,6,20,7,13,21,14,7,9,5,4,-,-,-,3,-,3,6,2,4,9,3,6,28,16,12,26,14,12,16,8,8,1,-,1,359,193,166,9795,4615,5180,1141,569,572,2363,993,1370,315,186,129,525,246,279,293,124,169,1485,688,797,279,111,168,90,22,68,109,57,52,132,78,54,371,206,165,111,54,57,138,64,74,47,9,38,684,328,356,195,87,108,28,15,13,18,10,8,37,31,6,36,14,22,3,2,1,59,39,20,5,3,2,9,7,2,26,13,13,56,19,37,22,15,7,223,122,101,37,27,10,5,4,1,29,9,20,36,15,21,9,4,5,13,8,5,8,6,2,25,12,13,42,18,24,26,11,15,29,20,9,23,10,13,10,-,10,34,18,16,48,18,30,12,5,7,13,6,7,10,8,2,14,8,6,24,7,17,19,14,5,15,7,8,-,-,-,3,-,3,4,1,3,10,4,6,30,17,13,31,16,15,13,7,6,-,-,-,423,223,200
"합계",용산구,14369,7780,6589,739,347,392,534,203,331,2462,1395,1067,312,154,158,1072,513,559,268,80,188,172,70,102,604,154,450,213,133,80,490,289,201,165,91,74,301,190,111,356,210,146,198,90,108,192,49,143,430,224,206,124,71,53,27,19,8,375,261,114,64,25,39,532,392,140,545,399,146,143,83,60,87,36,51,247,140,107,44,20,24,35,23,12,100,43,57,34,20,14,100,55,45,91,36,55,73,26,47,77,46,31,39,20,19,39,28,11,60,37,23,102,57,45,122,74,48,48,27,21,66,27,39,43,24,19,88,40,48,66,24,42,29,17,12,15,7,8,112,77,35,54,22,32,20,8,12,223,195,28,9,5,4,84,50,34,32,17,15,-,-,-,23,11,12,56,21,35,57,34,23,104,61,43,83,42,41,1589,968,621,14459,7860,6599,711,332,379,516,188,328,2418,1377,1041,312,152,160,1080,515,565,273,88,185,166,67,99,624,165,459,201,128,73,493,294,199,167,90,77,313,196,117,353,208,145,188,79,109,193,51,142,412,223,189,123,71,52,30,22,8,380,265,115,60,25,35,538,399,139,558,407,151,155,92,63,97,46,51,254,142,112,45,21,24,37,24,13,111,48,63,41,24,17,106,60,46,102,42,60,67,26,41,79,47,32,44,24,20,42,29,13,56,36,20,105,58,47,135,80,55,43,25,18,70,26,44,40,21,19,76,36,40,70,27,43,30,18,12,15,7,8,112,75,37,47,25,22,13,4,9,232,201,31,8,6,2,85,50,35,32,16,16,-,-,-,34,16,18,56,21,35,52,29,23,106,62,44,79,41,38,1674,1013,661
"합계",성동구,6843,2916,3927,1377,680,697,2180,774,1406,246,135,111,144,69,75,304,43,261,949,365,584,220,84,136,158,80,78,46,37,9,105,63,42,57,41,16,50,25,25,58,27,31,47,14,33,40,11,29,78,45,33,18,13,5,32,27,5,71,55,16,90,45,45,11,7,4,78,36,42,40,35,5,25,9,16,4,2,2,28,10,18,8,5,3,14,5,9,7,7,-,11,5,6,36,17,19,13,5,8,8,4,4,16,6,10,3,2,1,11,3,8,29,15,14,18,7,11,22,7,15,6,-,6,7,1,6,13,6,7,8,-,8,10,6,4,2,1,1,10,9,1,5,4,1,6,3,3,2,-,2,3,-,3,1,-,1,-,-,-,-,-,-,1,1,-,2,1,1,2,1,1,8,3,5,1,1,-,104,59,45,6691,2872,3819,1322,648,674,2111,745,1366,240,146,94,142,66,76,265,43,222,948,366,582,220,81,139,167,84,83,45,34,11,111,68,43,66,48,18,42,22,20,58,26,32,48,14,34,41,10,31,73,43,30,22,15,7,39,33,6,68,51,17,84,46,38,11,7,4,76,33,43,39,34,5,22,7,15,3,2,1,24,7,17,9,6,3,14,6,8,7,7,-,11,4,7,39,20,19,12,4,8,8,4,4,16,6,10,4,2,2,14,5,9,26,11,15,18,6,12,19,8,11,9,-,9,5,4,1,15,6,9,7,-,7,7,6,1,3,-,3,10,9,1,5,3,2,5,3,2,3,1,2,3,-,3,1,-,1,1,-,1,-,-,-,1,1,-,1,1,-,4,1,3,10,3,7,1,1,-,116,65,51
"합계",광진구,12903,5305,7598,3809,1895,1914,3537,1229,2308,203,89,114,134,45,89,500,66,434,1636,502,1134,867,373,494,92,26,66,47,30,17,174,119,55,339,264,75,46,28,18,87,29,58,36,1,35,58,11,47,55,11,44,19,10,9,125,70,55,163,111,52,98,34,64,3,2,1,133,50,83,98,80,18,16,4,12,5,3,2,60,10,50,6,3,3,51,12,39,14,14,-,10,1,9,78,31,47,12,1,11,42,23,19,11,4,7,12,5,7,11,2,9,22,7,15,15,5,10,19,8,11,13,3,10,8,4,4,40,13,27,10,5,5,9,3,6,10,-,10,2,2,-,4,1,3,8,2,6,5,2,3,5,4,1,1,1,-,3,-,3,1,-,1,-,-,-,3,1,2,4,1,3,9,4,5,-,-,-,125,51,74,12816,5323,7493,3686,1844,1842,3576,1244,2332,197,94,103,129,46,83,486,63,423,1664,526,1138,921,399,522,97,27,70,44,29,15,185,124,61,355,277,78,45,29,16,71,22,49,39,1,38,58,12,46,37,12,25,21,11,10,122,70,52,154,106,48,103,36,67,3,2,1,120,48,72,94,75,19,16,4,12,5,3,2,55,10,45,5,2,3,55,15,40,15,14,1,10,1,9,87,35,52,12,1,11,42,23,19,10,3,7,11,5,6,10,3,7,18,7,11,16,5,11,12,4,8,13,4,9,10,4,6,18,7,11,11,5,6,4,2,2,2,-,2,2,2,-,4,1,3,7,2,5,6,2,4,4,3,1,1,1,-,3,-,3,1,-,1,1,-,1,3,1,2,4,2,2,13,4,9,-,-,-,123,51,72
"합계",동대문구,15413,5673,9740,1752,844,908,5810,1734,4076,268,105,163,337,89,248,642,53,589,2739,1297,1442,607,222,385,200,76,124,49,29,20,121,74,47,294,201,93,86,43,43,129,32,97,97,13,84,168,33,135,143,47,96,16,7,9,286,206,80,24,19,5,102,30,72,6,5,1,102,30,72,49,33,16,66,37,29,9,7,2,160,18,142,7,5,2,68,12,56,24,17,7,13,4,9,65,20,45,25,3,22,57,21,36,24,6,18,10,2,8,21,5,16,47,13,34,60,9,51,42,13,29,29,7,22,33,5,28,45,15,30,21,2,19,13,7,6,25,11,14,7,5,2,10,1,9,29,4,25,19,11,8,14,6,8,2,1,1,2,1,1,-,-,-,2,2,-,9,2,7,10,4,6,19,2,17,18,10,8,381,163,218,16075,5819,10256,1695,817,878,6127,1770,4357,278,104,174,332,87,245,633,43,590,2845,1331,1514,602,233,369,201,76,125,48,28,20,132,82,50,302,205,97,92,47,45,145,38,107,98,14,84,172,33,139,169,48,121,17,7,10,290,205,85,33,24,9,145,41,104,7,6,1,106,30,76,49,33,16,68,38,30,9,5,4,166,18,148,8,7,1,79,16,63,22,17,5,14,5,9,64,22,42,27,4,23,57,21,36,21,4,17,13,2,11,34,9,25,49,14,35,70,9,61,49,22,27,36,9,27,42,9,33,49,15,34,22,2,20,13,8,5,29,10,19,8,5,3,14,3,11,39,4,35,23,12,11,13,4,9,4,2,2,2,1,1,-,-,-,4,3,1,13,4,9,19,7,12,20,4,16,19,11,8,438,191,247
